show_id,type,title,country,date_added,listed_in
s610,Movie,Marvel Studios' Black Panther,United States,"March 4, 2020","Action-Adventure, Science Fiction, Superhero"
s611,TV Show,101 Dalmatian Street,"United Kingdom, United States, Canada","February 28, 2020","Action-Adventure, Animation, Comedy"
s612,Movie,Disney Phineas and Ferb: Phineas and Ferb Star Wars,United States,"February 28, 2020","Action-Adventure, Animation, Musical"
s613,TV Show,Shop Class,,"February 28, 2020","Family, Game Show / Competition"
s614,Movie,Viking Warrior Women,United Kingdom,"February 28, 2020","Documentary, Historical"
s615,TV Show,Star Wars Resistance,United States,"February 25, 2020","Action-Adventure, Animation, Kids"
s616,TV Show,Lost Cities With Albert Lin,United States,"February 21, 2020","Action-Adventure, Docuseries, Historical"
s617,Movie,Marvel Rising: Operation Shuri,United States,"February 21, 2020","Action-Adventure, Animation, Coming of Age"
s618,Movie,Marvel Rising: Playing With Fire,United States,"February 21, 2020","Action-Adventure, Animation, Coming of Age"
s619,TV Show,Star Wars: The Clone Wars,United States,"February 21, 2020","Action-Adventure, Animation, Science Fiction"
s620,Movie,Marvel's Iron Man & Hulk: Heroes United,United States,"February 16, 2020","Action-Adventure, Animation, Science Fiction"
s621,Movie,Because of Winn-Dixie,United States,"February 14, 2020","Comedy, Drama, Family"
s622,TV Show,Fairy Tale Weddings,United States,"February 14, 2020","Docuseries, Family, Lifestyle"
s623,Movie,"My Dog, the Thief",United States,"February 14, 2020","Action-Adventure, Comedy, Family"
s624,Movie,Splash,United States,"February 14, 2020","Comedy, Fantasy, Romance"
s625,TV Show,That's So Raven,United States,"February 8, 2020","Comedy, Coming of Age, Fantasy"
s626,Movie,Timmy Failure: Mistakes Were Made,United States,"February 7, 2020","Buddy, Comedy, Drama"
s627,Movie,Toy Story 4,United States,"February 5, 2020","Action-Adventure, Animation, Comedy"
s628,Movie,Descendants 3,United States,"February 2, 2020","Coming of Age, Fantasy, Musical"
s629,Movie,Around the World in 80 Days,"United States, Germany, Ireland, United Kingdom","February 1, 2020","Action-Adventure, Comedy, Family"
s630,Movie,Big Business,United States,"February 1, 2020",Comedy
s631,Movie,Lamp Life,United States,"January 31, 2020","Animation, Comedy, Family"
s632,Movie,The Lion King,"United States, United Kingdom, South Africa","January 28, 2020","Action-Adventure, Coming of Age, Drama"
s633,TV Show,Diary of a Future President,United States,"January 17, 2020","Comedy, Coming of Age, Family"
s634,TV Show,High School Musical: The Musical: The Series: The Sing-Along,,"January 17, 2020","Comedy, Coming of Age, Drama"
s635,TV Show,America's National Parks,United States,"January 15, 2020","Animals & Nature, Docuseries"
s636,TV Show,Continent 7: Antarctica,United States,"January 15, 2020","Action-Adventure, Animals & Nature, Docuseries"
s637,TV Show,Disney Randy Cunningham: 9th Grade Ninja,"United Kingdom, United States, Ireland","January 15, 2020","Action-Adventure, Animation, Comedy"
s638,TV Show,Muppet Babies Show and Tell (Shorts),,"January 15, 2020","Animation, Kids"
s639,TV Show,The Lodge,United Kingdom,"January 15, 2020","Coming of Age, Drama, Musical"
s640,TV Show,Wild Russia,,"January 15, 2020","Animals & Nature, Docuseries"
s641,Movie,Destino,"France, United States","January 10, 2020","Animation, Family, Romance"
s642,Movie,Forky Asks a Question: What is Reading?,United States,"January 10, 2020","Animation, Comedy, Family"
s643,Movie,Loop,United States,"January 10, 2020","Animation, Family"
s644,TV Show,Marvel's Runaways,United States,"January 10, 2020","Coming of Age, Drama, Science Fiction"
s645,Movie,Aladdin (2019),United States,"January 8, 2020","Action-Adventure, Family, Fantasy"
s646,Movie,Forky Asks a Question: What is Cheese?,United States,"January 3, 2020","Animation, Comedy, Family"
s647,TV Show,Austin & Ally,United States,"January 1, 2020","Comedy, Coming of Age, Kids"
s648,TV Show,Billy Dilley's Super-Duper Subterranean Summer,United States,"January 1, 2020","Animation, Comedy, Fantasy"
s649,Movie,Cars Toon: El Materdor,United States,"January 1, 2020","Animation, Comedy, Family"
s650,Movie,Cars Toon: Moon Mater,United States,"January 1, 2020","Animation, Comedy, Family"
s651,Movie,Cars Toon: Rescue Squad Mater,United States,"January 1, 2020","Animation, Comedy, Family"
s652,Movie,Cars Toon: Spinning,United States,"January 1, 2020","Animation, Family"
s653,Movie,Cars Toon: Time Travel Mater,United States,"January 1, 2020","Animation, Comedy, Family"
s654,Movie,Cars Toon: Tokyo Mater,United States,"January 1, 2020","Animation, Comedy, Family"
s655,Movie,Cars Toon: Unidentified Flying Mater,United States,"January 1, 2020","Animation, Comedy, Family"
s656,Movie,Cars Toons: Bugged,United States,"January 1, 2020","Animation, Family"
s657,Movie,Cool Runnings,United States,"January 1, 2020","Biographical, Comedy, Family"
s658,Movie,Drain Alcatraz,United States,"January 1, 2020",Documentary
s659,Movie,Drain The Bermuda Triangle,United States,"January 1, 2020",Documentary
s660,Movie,Drain The Great Lakes,"United Kingdom, Canada, United States","January 1, 2020",Documentary
s661,Movie,Drain The Ocean: WWII,United States,"January 1, 2020","Documentary, Historical"
s662,Movie,Drain The Sunken Pirate City,United Kingdom,"January 1, 2020","Documentary, Historical"
s663,Movie,Drain The Titanic,"United Kingdom, Canada, United States","January 1, 2020","Documentary, Historical"
s664,TV Show,First Class Chefs: Family Style,,"January 1, 2020","Family, Game Show / Competition"
s665,Movie,Hacksaw,United States,"January 1, 2020","Animals & Nature, Family, Sports"
s666,Movie,Holes,United States,"January 1, 2020","Coming of Age, Drama, Family"
s667,Movie,Marvel 75 Years: From Pulp to Pop!,United States,"January 1, 2020","Documentary, Family"
s668,Movie,Marvel Rising: Battle of The Bands,United States,"January 1, 2020","Action-Adventure, Animation, Superhero"
s669,TV Show,One Strange Rock,United States,"January 1, 2020","Animals & Nature, Docuseries, Family"
s670,TV Show,Out There with Jack Randall,,"January 1, 2020","Action-Adventure, Animals & Nature, Docuseries"
s671,Movie,Super Rhino,United States,"January 1, 2020","Action-Adventure, Animation, Comedy"
s672,TV Show,The Proud Family,United States,"January 1, 2020","Animation, Comedy, Coming of Age"
s673,TV Show,The Super Hero Squad,United States,"January 1, 2020","Action-Adventure, Animation, Comedy"
s674,TV Show,Year Million,United States,"January 1, 2020","Docuseries, Science Fiction"
s675,Movie,Forky Asks a Question: What is a Pet?,United States,"December 27, 2019","Animation, Comedy, Family"
s676,Movie,Star Wars: The Last Jedi (Episode VIII),United States,"December 26, 2019","Action-Adventure, Science Fiction"
s677,Movie,Forky Asks a Question: What is a Leader?,United States,"December 20, 2019","Animation, Comedy, Family"
s678,Movie,George of the Jungle 2,"United States, Australia","December 20, 2019","Action-Adventure, Comedy, Family"
s679,Movie,High School Musical: The Musical: The Series: The Special,United States,"December 20, 2019","Coming of Age, Documentary, Drama"
s680,TV Show,Pick of the Litter,United States,"December 20, 2019","Animals & Nature, Docuseries, Family"
s681,Movie,Togo,United States,"December 20, 2019","Action-Adventure, Animals & Nature, Family"
s682,Movie,Forky Asks a Question: What is a Computer?,United States,"December 13, 2019","Animation, Comedy, Family"
s683,Movie,Wind,United States,"December 13, 2019","Animation, Family, Fantasy"
s684,Movie,Forky Asks a Question: What is Love?,United States,"December 6, 2019","Animation, Comedy, Family"
s685,TV Show,One Day at Disney (Shorts),,"December 6, 2019","Anthology, Docuseries, Family"
s686,Movie,Marvel Studios' Thor: Ragnarok,United States,"December 5, 2019","Action-Adventure, Comedy, Fantasy"
s687,TV Show,Disney The Lion Guard,United States,"December 3, 2019","Action-Adventure, Animation, Comedy"
s688,Movie,One Day at Disney,United States,"December 3, 2019","Documentary, Family"
s689,TV Show,Disney Star vs. the Forces of Evil,United States,"December 1, 2019","Action-Adventure, Animation, Comedy"
s690,Movie,Expedition Amelia,United States,"December 1, 2019","Action-Adventure, Documentary, Historical"
s691,Movie,Glory Road,United States,"December 1, 2019","Biographical, Drama, Sports"
s692,TV Show,Henry Hugglemonster,"Ireland, United Kingdom, United States, South Korea, Canada","December 1, 2019","Animation, Fantasy, Kids"
s693,Movie,Incredible! The Story of Dr. Pol,,"December 1, 2019","Animals & Nature, Biographical, Documentary"
s694,Movie,Marvel Rising: Chasing Ghosts,United States,"December 1, 2019","Action-Adventure, Animation, Superhero"
s695,Movie,Marvel Rising: Heart of Iron,United States,"December 1, 2019","Action-Adventure, Animation, Coming of Age"
s696,TV Show,Miles From Tomorrowland,United States,"December 1, 2019","Action-Adventure, Animation, Kids"
s697,TV Show,Sheriff Callie's Wild West,"United States, South Korea, France","December 1, 2019","Animation, Kids, Western"
s698,TV Show,Supercar Megabuild,United States,"December 1, 2019","Buddy, Docuseries, Lifestyle"
s699,Movie,The Incredible Dr. Pol: Blue Ribbon Kids,,"December 1, 2019","Animals & Nature, Documentary, Family"
s700,Movie,Coco,United States,"November 29, 2019","Animation, Family, Fantasy"
s701,Movie,Coco (in Spanish),,"November 29, 2019","Animation, Family, Fantasy"
s702,Movie,Forky Asks a Question: What is Time?,United States,"November 29, 2019","Animation, Comedy, Family"
s703,Movie,The Wonderful World of Disney Presents The Little Mermaid Live!,United States,"November 27, 2019","Concert Film, Family, Fantasy"
s704,Movie,Forky Asks a Question: What is Art?,United States,"November 22, 2019","Animation, Comedy, Family"
s705,TV Show,Mickey Mouse Roadster Racers,,"November 20, 2019","Animation, Kids, Sports"
s706,Movie,"Happy Birthday, Mickey!",,"November 18, 2019","Animation, Comedy, Dance"
s707,Movie,Forky Asks a Question: What is a Friend?,United States,"November 15, 2019","Animation, Comedy, Family"
s708,Movie,10 Things I Hate About You,United States,"November 12, 2019","Comedy, Coming of Age, Romance"
s709,Movie,101 Dalmatians,United States,"November 12, 2019","Action-Adventure, Animation, Family"
s710,Movie,101 Dalmatians II: Patch's London Adventure,United States,"November 12, 2019","Action-Adventure, Animation"
s711,Movie,102 Dalmatians,"United States, United Kingdom","November 12, 2019","Action-Adventure, Animals & Nature, Family"
s712,Movie,12 Dates of Christmas,United States,"November 12, 2019","Comedy, Family, Fantasy"
s713,Movie,"20,000 Leagues Under the Sea",United States,"November 12, 2019","Action-Adventure, Family, Science Fiction"
s714,Movie,A Bug's Life,United States,"November 12, 2019","Animation, Comedy, Family"
s715,Movie,A Goofy Movie,"United States, Australia, France, Canada","November 12, 2019","Action-Adventure, Animation, Comedy"
s716,Movie,A Kid in King Arthur's Court,"United States, Hungary, United Kingdom","November 12, 2019","Action-Adventure, Comedy, Coming of Age"
s717,Movie,A Knight for a Day,United States,"November 12, 2019","Animation, Comedy, Family"
s718,Movie,A Ring of Endless Light,United States,"November 12, 2019","Coming of Age, Drama, Romance"
s719,Movie,Aladdin (1992),United States,"November 12, 2019","Action-Adventure, Animation, Family"
s720,Movie,Aladdin and the King of Thieves,United States,"November 12, 2019","Action-Adventure, Animation, Family"
s721,Movie,Aladdin: The Return of Jafar,United States,"November 12, 2019","Action-Adventure, Animation, Family"
s722,Movie,Alice in Wonderland,United States,"November 12, 2019","Action-Adventure, Animation, Family"
s723,Movie,Aliens of the Deep,United States,"November 12, 2019","Action-Adventure, Animals & Nature, Documentary"
s724,Movie,Alley Cats Strike!,"United States, Canada","November 12, 2019","Coming of Age, Drama, Sports"
s725,Movie,Almost Angels,United States,"November 12, 2019","Coming of Age, Drama, Family"
s726,Movie,America's Heart & Soul,United States,"November 12, 2019","Documentary, Family"
s727,Movie,Amy,United States,"November 12, 2019","Drama, Family"
s728,Movie,An Extremely Goofy Movie,"United States, Australia","November 12, 2019","Animation, Comedy, Family"
s729,TV Show,Andi Mack,United States,"November 12, 2019","Comedy, Coming of Age, Drama"
s730,Movie,Annie,United States,"November 12, 2019","Drama, Family, Musical"
s731,Movie,Apollo: Missions To The Moon,United States,"November 12, 2019","Documentary, Family, Historical"
s732,Movie,Atlantis Rising,Canada,"November 12, 2019","Documentary, Historical"
s733,Movie,Atlantis: Milo's Return,United States,"November 12, 2019","Action-Adventure, Animation, Family"
s734,Movie,Atlantis: The Lost Empire,United States,"November 12, 2019","Action-Adventure, Animation, Family"
s735,Movie,Auntie Edna,United States,"November 12, 2019","Animation, Comedy, Family"
s736,Movie,Avatar,United States,"November 12, 2019","Action-Adventure, Science Fiction"
s737,Movie,Babes in the Woods,United States,"November 12, 2019","Animation, Family, Fantasy"
s738,Movie,Babes in Toyland,United States,"November 12, 2019","Family, Fantasy, Musical"
s739,Movie,Bambi,United States,"November 12, 2019","Animation, Drama, Family"
s740,Movie,Bambi II,United States,"November 12, 2019","Animation, Drama, Kids"
s741,Movie,Bao,"United States, Canada","November 12, 2019","Animation, Family, Fantasy"
s742,Movie,Beach Picnic,United States,"November 12, 2019","Animation, Comedy, Family"
s743,Movie,Bearly Asleep,United States,"November 12, 2019","Animation, Comedy, Family"
s744,Movie,Beauty and the Beast: Belle's Magical World,United States,"November 12, 2019","Animation, Anthology, Fantasy"
s745,Movie,Beauty and the Beast: The Enchanted Christmas,"Canada, United States","November 12, 2019","Animation, Family, Fantasy"
s746,Movie,Beezy Bear,United States,"November 12, 2019","Animation, Comedy, Family"
s747,Movie,Before the Flood,United States,"November 12, 2019",Documentary
s748,Movie,Benji the Hunted,United States,"November 12, 2019","Action-Adventure, Animals & Nature, Family"
s749,TV Show,Best Friends Whenever,United States,"November 12, 2019","Buddy, Comedy, Coming of Age"
s750,TV Show,Big City Greens (Shorts),,"November 12, 2019","Action-Adventure, Animation, Comedy"
s751,Movie,Big Hero 6,United States,"November 12, 2019","Action-Adventure, Animation, Family"
s752,TV Show,Big Hero 6 The Series (Shorts),,"November 12, 2019","Action-Adventure, Animation, Comedy"
s753,Movie,Bizarre Dinosaurs,United States,"November 12, 2019","Animals & Nature, Documentary, Family"
s754,Movie,Blank Check,United States,"November 12, 2019","Comedy, Family"
s755,Movie,Boat Builders,United States,"November 12, 2019","Animation, Comedy, Family"
s756,Movie,Bolt,United States,"November 12, 2019","Action-Adventure, Animation, Comedy"
s757,Movie,Bone Bandit,United States,"November 12, 2019","Animation, Comedy, Family"
s758,TV Show,Bonkers,"United States, Hong Kong, South Korea, France, Canada, China, United Kingdom, Australia, Japan, Taiwan, Philippines","November 12, 2019","Animation, Comedy, Kids"
s759,Movie,Boundin',United States,"November 12, 2019","Animation, Family, Kids"
s760,TV Show,Boy Meets World,United States,"November 12, 2019","Comedy, Coming of Age, Family"
s761,Movie,Brave,"United States, United Kingdom","November 12, 2019","Animation, Coming of Age, Family"
s762,Movie,Brave Little Toaster to the Rescue,United States,"November 12, 2019","Action-Adventure, Animation"
s763,Movie,Breaking2,United States,"November 12, 2019","Documentary, Sports"
s764,Movie,Brink!,United States,"November 12, 2019","Coming of Age, Drama, Sports"
s765,Movie,Brother Bear,United States,"November 12, 2019","Action-Adventure, Animation, Family"
s766,Movie,Brother Bear 2,United States,"November 12, 2019","Action-Adventure, Animation, Family"
s767,Movie,Buffalo Dreams,United States,"November 12, 2019","Buddy, Coming of Age, Drama"
s768,TV Show,Bug Juice: My Adventures at Camp,United States,"November 12, 2019","Coming of Age, Docuseries, Family"
s769,Movie,BURN-E,United States,"November 12, 2019","Animation, Comedy, Family"
s770,Movie,Cadet Kelly,"United States, Canada","November 12, 2019","Comedy, Coming of Age"
s771,Movie,Camp Nowhere,United States,"November 12, 2019","Comedy, Coming of Age, Family"
s772,Movie,Camp Rock,United States,"November 12, 2019","Coming of Age, Music, Musical"
s773,Movie,Camp Rock 2: The Final Jam,United States,"November 12, 2019","Coming of Age, Music, Musical"
s774,Movie,Can of Worms,"United States, Canada","November 12, 2019","Comedy, Coming of Age, Science Fiction"
s775,Movie,Candleshoe,"United Kingdom, United States","November 12, 2019","Comedy, Coming of Age, Crime"
s776,Movie,Canine Caddy,United States,"November 12, 2019","Animation, Comedy, Family"
s777,Movie,Cars,United States,"November 12, 2019","Animation, Comedy, Family"
s778,Movie,Cars 2,United States,"November 12, 2019","Animation, Comedy, Family"
s779,Movie,Cars 3,United States,"November 12, 2019","Animation, Comedy, Family"
s780,Movie,Cars Toon: Air Mater,United States,"November 12, 2019","Animation, Comedy, Family"
s781,Movie,Cars Toon: Heavy Metal Mater,United States,"November 12, 2019","Animation, Comedy, Family"
s782,Movie,Cars Toon: Hiccups,United States,"November 12, 2019","Animation, Comedy, Family"
s783,Movie,Cars Toon: Mater Private Eye,United States,"November 12, 2019","Animation, Comedy, Family"
s784,Movie,Cars Toon: Mater the Greater,United States,"November 12, 2019","Animation, Comedy, Family"
s785,Movie,Cars Toon: Monster Truck Mater,United States,"November 12, 2019","Animation, Comedy, Family"
s786,Movie,Cars Toon: The Radiator Springs 500 1/2,United States,"November 12, 2019","Animation, Comedy, Family"
s787,Movie,Casebusters,United States,"November 12, 2019","Drama, Family, Mystery"
s788,Movie,Cheetah,United States,"November 12, 2019","Action-Adventure, Animals & Nature, Family"
s789,Movie,Chef Donald,United States,"November 12, 2019","Animation, Comedy, Family"
s790,Movie,Chicken Little,United States,"November 12, 2019","Animation, Comedy, Disaster"
s791,TV Show,Chip 'n Dale's Rescue Rangers,"United States, Taiwan, South Korea, China, Japan, United Kingdom","November 12, 2019","Action-Adventure, Animation, Comedy"
s792,Movie,Chip an' Dale,United States,"November 12, 2019","Animation, Comedy, Family"
s793,Movie,Cinderella,United States,"November 12, 2019","Animation, Family, Fantasy"
s794,Movie,Cinderella II: Dreams Come True,United States,"November 12, 2019","Animation, Fantasy, Kids"
s795,Movie,Cinderella III: A Twist in Time,United States,"November 12, 2019","Animation, Fantasy, Kids"
s796,Movie,Clock Cleaners,United States,"November 12, 2019","Animation, Comedy, Family"
s797,Movie,Cloud 9,United States,"November 12, 2019",Sports
s798,Movie,College Road Trip,United States,"November 12, 2019","Comedy, Coming of Age, Family"
s799,Movie,Confessions of a Teenage Drama Queen,"Germany, United States","November 12, 2019","Comedy, Coming of Age"
s800,TV Show,Coop & Cami Ask The World (Shorts),,"November 12, 2019","Comedy, Family, Game Show / Competition"
s801,Movie,Corn Chips,United States,"November 12, 2019","Animation, Comedy, Family"
s802,Movie,Cow Belles,United States,"November 12, 2019","Comedy, Coming of Age"
s803,TV Show,Crash & Bernstein,United States,"November 12, 2019","Comedy, Fantasy, Kids"
s804,Movie,Dadnapped,United States,"November 12, 2019","Comedy, Mystery"
s805,Movie,Darby O'Gill and the Little People,United States,"November 12, 2019","Family, Fantasy, Romance"
s806,TV Show,Darkwing Duck,United States,"November 12, 2019","Action-Adventure, Animation, Kids"
s807,Movie,Davy Crockett and the River Pirates,United States,"November 12, 2019","Action-Adventure, Family, Historical"
s808,Movie,"Davy Crockett, King of the Wild Frontier",United States,"November 12, 2019","Action-Adventure, Family, Historical"
s809,Movie,Day & Night,United States,"November 12, 2019","Animation, Comedy, Family"
s810,Movie,Decorating Disney: Holiday Magic,United States,"November 12, 2019","Documentary, Family, Reality"
s811,Movie,Deep Blue,"United Kingdom, Germany","November 12, 2019","Animals & Nature, Documentary, Family"
s812,Movie,Descendants 2,United States,"November 12, 2019","Coming of Age, Fantasy, Musical"
s813,Movie,Diary Of A Wimpy Kid,"United States, United Kingdom","November 12, 2019","Comedy, Family"
s814,Movie,Dinosaur,United States,"November 12, 2019","Action-Adventure, Animation, Family"
s815,Movie,Disney Adventures in Babysitting,United States,"November 12, 2019","Action-Adventure, Comedy, Coming of Age"
s816,Movie,Disney Avalon High,United States,"November 12, 2019","Coming of Age, Fantasy"
s817,Movie,Disney Bad Hair Day,Canada,"November 12, 2019","Buddy, Comedy, Coming of Age"
s818,TV Show,Disney Bizaardvark,United States,"November 12, 2019","Buddy, Comedy, Family"
s819,Movie,Disney Den Brother,United States,"November 12, 2019","Comedy, Coming of Age"
s820,Movie,Disney Descendants,United States,"November 12, 2019","Coming of Age, Fantasy, Musical"
s821,TV Show,Disney Descendants Wicked World (Shorts),United States,"November 12, 2019","Animation, Coming of Age, Fantasy"
s822,TV Show,Disney DuckTales (Shorts),,"November 12, 2019","Action-Adventure, Animation, Comedy"
s823,TV Show,Disney Evermoor,,"November 12, 2019",Series
s824,TV Show,Disney Family Sundays,United States,"November 12, 2019","Anthology, Family, Lifestyle"
s825,TV Show,Disney Fast Layne,United States,"November 12, 2019","Action-Adventure, Animation, Comedy"
s826,Movie,Disney Girl vs. Monster,"United States, Canada","November 12, 2019","Action-Adventure, Comedy, Fantasy"
s827,TV Show,Disney Gravity Falls,United States,"November 12, 2019","Action-Adventure, Animation, Comedy"
s828,TV Show,Disney Gravity Falls (Shorts),,"November 12, 2019","Animation, Anthology, Comedy"
s829,TV Show,Disney Jake and the Never Land Pirates,United States,"November 12, 2019","Action-Adventure, Animation, Fantasy"
s830,TV Show,Disney JONAS,United States,"November 12, 2019","Comedy, Family, Kids"
s831,TV Show,Disney Junior Music Nursery Rhymes,,"November 12, 2019","Animation, Kids, Musical"
s832,TV Show,Disney K.C. Undercover,United States,"November 12, 2019","Action-Adventure, Comedy, Kids"
s833,TV Show,Disney Lab Rats: Elite Force,United States,"November 12, 2019","Action-Adventure, Comedy, Coming of Age"
s834,TV Show,Disney Legend of the Three Caballeros,United States,"November 12, 2019","Action-Adventure, Animation, Comedy"
s835,TV Show,Disney Mickey Mouse Clubhouse,United States,"November 12, 2019","Animation, Kids"
s836,TV Show,Disney Milo Murphy's Law,United States,"November 12, 2019","Action-Adventure, Animation, Comedy"
s837,TV Show,Disney Minnie's Bow-Toons (Shorts),United States,"November 12, 2019","Animation, Kids"
s838,TV Show,Disney Stuck In The Middle,United States,"November 12, 2019","Comedy, Coming of Age, Family"
s839,TV Show,Disney Take Two With Phineas And Ferb (Shorts),United States,"November 12, 2019","Animation, Kids, Parody"
s840,TV Show,Disney Tangled: The Series - Short Cuts,,"November 12, 2019","Action-Adventure, Animation, Comedy"
s841,Movie,Disney Under The Sea: A Descendants Short Story,,"November 12, 2019","Fantasy, Musical, Thriller"
s842,TV Show,Disney's Adventures Of The Gummi Bears,United States,"November 12, 2019","Action-Adventure, Animation, Fantasy"
s843,TV Show,Disney's Doug,United States,"November 12, 2019","Animation, Comedy, Coming of Age"
s844,Movie,Disney's Fairy Tale Weddings,,"November 12, 2019","Family, Lifestyle, Reality"
s845,Movie,Disney's Fairy Tale Weddings: Holiday Magic,,"November 12, 2019","Family, Lifestyle, Reality"
s846,TV Show,Disney's Hercules: The Animated Series,United States,"November 12, 2019","Action-Adventure, Animation, Comedy"
s847,TV Show,Disney's Kim Possible,"United States, Philippines, South Korea","November 12, 2019","Action-Adventure, Animation, Comedy"
s848,TV Show,Disney's Little Einsteins,United States,"November 12, 2019","Action-Adventure, Animation, Kids"
s849,TV Show,Disney's Mighty Ducks,United States,"November 12, 2019","Action-Adventure, Animation, Comedy"
s850,TV Show,Disney's Recess,United States,"November 12, 2019","Animation, Comedy, Kids"
s851,TV Show,Disney's The Emperor's New School,United States,"November 12, 2019","Animation, Comedy, Coming of Age"
s852,Movie,Disney's The Kid,United States,"November 12, 2019","Comedy, Drama, Family"
s853,TV Show,Disney's The Little Mermaid (Series),United States,"November 12, 2019","Action-Adventure, Animation, Fantasy"
s854,Movie,Disneyland Around the Seasons (Walt Disney's Wonderful World of Color: 1961-69),United States,"November 12, 2019","Documentary, Family, Variety"
s855,Movie,Disneynature African Cats,United States,"November 12, 2019","Animals & Nature, Documentary, Family"
s856,Movie,Disneynature Bears,United States,"November 12, 2019","Animals & Nature, Documentary, Family"
s857,Movie,Disneynature Born in China,"United Kingdom, China, United States","November 12, 2019","Animals & Nature, Documentary, Family"
s858,Movie,Disneynature Chimpanzee,"Tanzania, United States","November 12, 2019","Animals & Nature, Documentary, Family"
s859,Movie,Disneynature Crimson Wing,"United States, United Kingdom","November 12, 2019","Animals & Nature, Documentary, Family"
s860,Movie,Disneynature Monkey Kingdom,United States,"November 12, 2019","Animals & Nature, Documentary, Family"
s861,Movie,Disneynature Wings of Life,"United States, Panama, Mexico","November 12, 2019","Animals & Nature, Documentary, Family"
s862,TV Show,Dog Whisperer with Cesar Millan,United States,"November 12, 2019","Animals & Nature, Docuseries, Family"
s863,Movie,Don't Look Under the Bed,United States,"November 12, 2019","Coming of Age, Fantasy"
s864,Movie,Donald's Golf Game,United States,"November 12, 2019","Animation, Comedy, Family"
s865,Movie,Donald's Tire Trouble,United States,"November 12, 2019","Animation, Comedy, Family"
s866,Movie,Double Teamed,United States,"November 12, 2019","Biographical, Sports"
s867,Movie,Doug's 1st Movie,United States,"November 12, 2019","Animation, Comedy, Family"
s868,TV Show,"Dr. T, Lone Star Vet",United States,"November 12, 2019","Docuseries, Family, Medical"
s869,Movie,DuckTales The Movie: Treasure of the Lost Lamp,"France, United States","November 12, 2019","Action-Adventure, Animation, Comedy"
s870,Movie,Dug's Special Mission,United States,"November 12, 2019","Animation, Comedy, Family"
s871,Movie,Dumbo,"United States, United Kingdom, Australia, Canada","November 12, 2019","Action-Adventure, Family, Fantasy"
s872,Movie,Early to Bed,United States,"November 12, 2019","Animation, Comedy, Family"
s873,Movie,Earth Live,United States,"November 12, 2019","Animals & Nature, Documentary, Family"
s874,Movie,Easter Island Unsolved,United States,"November 12, 2019","Documentary, Historical"
s875,Movie,Eddie's Million Dollar Cook-off,United States,"November 12, 2019","Comedy, Coming of Age, Sports"
s876,Movie,Eight Below,United States,"November 12, 2019","Action-Adventure, Animals & Nature, Drama"
s877,TV Show,Elena of Avalor (Shorts),,"November 12, 2019","Action-Adventure, Animation, Fantasy"
s878,Movie,Emil and the Detectives,United States,"November 12, 2019","Action-Adventure, Crime, Family"
s879,Movie,Empire of Dreams: The Story of the Star Wars Trilogy,United States,"November 12, 2019",Documentary
s880,TV Show,Encore!,United States,"November 12, 2019","Music, Reality"
s881,Movie,Escape to Witch Mountain,United States,"November 12, 2019","Action-Adventure, Family, Fantasy"
s882,TV Show,Even Stevens,United States,"November 12, 2019","Comedy, Coming of Age, Kids"
s883,Movie,Expedition Mars: Spirit & Opportunity,United States,"November 12, 2019",Documentary
s884,Movie,Fantasia,United States,"November 12, 2019","Animation, Family, Fantasy"
s885,Movie,Fantasia 2000,United States,"November 12, 2019","Animation, Family, Fantasy"
s886,TV Show,Fantastic Four (Series),United States,"November 12, 2019","Action-Adventure, Animation, Kids"
s887,TV Show,Fantastic Four: World's Greatest Heroes,United States,"November 12, 2019","Action-Adventure, Animation, Kids"
s888,Movie,Ferdinand the Bull,United States,"November 12, 2019","Animation, Comedy, Family"
s889,Movie,Finding Dory,United States,"November 12, 2019","Action-Adventure, Animation, Comedy"
s890,Movie,Finding Nemo,"United States, Australia","November 12, 2019","Action-Adventure, Animation, Comedy"
s891,Movie,First Kid,United States,"November 12, 2019","Buddy, Comedy, Coming of Age"
s892,Movie,Flight of the Navigator,United States,"November 12, 2019","Action-Adventure, Science Fiction"
s893,Movie,Float,United States,"November 12, 2019","Animation, Family, Fantasy"
s894,Movie,Flowers and Trees,United States,"November 12, 2019","Animation, Family, Kids"
s895,Movie,Flubber,United States,"November 12, 2019","Comedy, Family, Science Fiction"
s896,Movie,Food for Feudin',United States,"November 12, 2019","Animation, Comedy, Family"
s897,Movie,For the Birds,United States,"November 12, 2019","Animation, Comedy, Family"
s898,Movie,Forky Asks a Question: What is Money?,United States,"November 12, 2019","Animation, Comedy, Family"
s899,Movie,Frank and Ollie,United States,"November 12, 2019","Biographical, Documentary"
s900,Movie,Frankenweenie (Short),United States,"November 12, 2019","Drama, Parody, Science Fiction"
s901,Movie,Freaky Friday,United States,"November 12, 2019","Comedy, Family, Fantasy"
s902,Movie,Free Solo,United States,"November 12, 2019","Action-Adventure, Documentary, Sports"
s903,Movie,Frenemies,United States,"November 12, 2019","Anthology, Comedy, Coming of Age"
s904,Movie,Frozen,United States,"November 12, 2019","Animation, Family, Fantasy"
s905,Movie,Full-Court Miracle,United States,"November 12, 2019","Coming of Age, Drama, Sports"
s906,Movie,Fun and Fancy Free,United States,"November 12, 2019","Action-Adventure, Animation, Comedy"
s907,Movie,Fuzzbucket,United States,"November 12, 2019","Buddy, Comedy, Coming of Age"
