Datum,Ort,Produkt,Anzahl
2020-01-17,Jena,LearningSphere,752
2020-01-17,Jena,AutoPilot,542
2020-01-17,Weimar,SmartDesk,0
2020-01-17,Weimar,HealthHub,0
2020-01-17,Weimar,QuantumStorage,414
2020-01-17,Weimar,LearningSphere,23
2020-01-17,Weimar,AutoPilot,534
2020-01-18,Erfurt,SmartDesk,0
2020-01-18,Erfurt,HealthHub,0
2020-01-18,Erfurt,QuantumStorage,0
2020-01-18,Erfurt,LearningSphere,0
2020-01-18,Erfurt,AutoPilot,0
2020-01-18,Ilmenau,SmartDesk,0
2020-01-18,Ilmenau,HealthHub,0
2020-01-18,Ilmenau,QuantumStorage,0
2020-01-18,Ilmenau,LearningSphere,0
2020-01-18,Ilmenau,AutoPilot,0
2020-01-18,Jena,SmartDesk,0
2020-01-18,Jena,HealthHub,0
2020-01-18,Jena,QuantumStorage,0
2020-01-18,Jena,LearningSphere,0
2020-01-18,Jena,AutoPilot,0
2020-01-18,Weimar,SmartDesk,0
2020-01-18,Weimar,HealthHub,0
2020-01-18,Weimar,QuantumStorage,0
2020-01-18,Weimar,LearningSphere,0
2020-01-18,Weimar,AutoPilot,0
2020-01-19,Erfurt,SmartDesk,0
2020-01-19,Erfurt,HealthHub,0
2020-01-19,Erfurt,QuantumStorage,0
2020-01-19,Erfurt,LearningSphere,0
2020-01-19,Erfurt,AutoPilot,0
2020-01-19,Ilmenau,SmartDesk,0
2020-01-19,Ilmenau,HealthHub,0
2020-01-19,Ilmenau,QuantumStorage,0
2020-01-19,Ilmenau,LearningSphere,0
2020-01-19,Ilmenau,AutoPilot,0
2020-01-19,Jena,SmartDesk,0
2020-01-19,Jena,HealthHub,0
2020-01-19,Jena,QuantumStorage,0
2020-01-19,Jena,LearningSphere,0
2020-01-19,Jena,AutoPilot,0
2020-01-19,Weimar,SmartDesk,0
2020-01-19,Weimar,HealthHub,0
2020-01-19,Weimar,QuantumStorage,0
2020-01-19,Weimar,LearningSphere,0
2020-01-19,Weimar,AutoPilot,0
2020-01-20,Erfurt,SmartDesk,711
2020-01-20,Erfurt,HealthHub,1276
2020-01-20,Erfurt,QuantumStorage,772
2020-01-20,Erfurt,LearningSphere,837
2020-01-20,Erfurt,AutoPilot,978
2020-01-20,Ilmenau,SmartDesk,572
2020-01-20,Ilmenau,HealthHub,480
2020-01-20,Ilmenau,QuantumStorage,0
2020-01-20,Ilmenau,LearningSphere,716
2020-01-20,Ilmenau,AutoPilot,590
2020-01-20,Jena,SmartDesk,762
2020-01-20,Jena,HealthHub,633
2020-01-20,Jena,QuantumStorage,444
2020-01-20,Jena,LearningSphere,987
2020-01-20,Jena,AutoPilot,718
2020-01-20,Weimar,SmartDesk,0
2020-01-20,Weimar,HealthHub,0
2020-01-20,Weimar,QuantumStorage,631
2020-01-20,Weimar,LearningSphere,30
2020-01-20,Weimar,AutoPilot,711
2020-01-21,Erfurt,SmartDesk,495
2020-01-21,Erfurt,HealthHub,933
2020-01-21,Erfurt,QuantumStorage,488
2020-01-21,Erfurt,LearningSphere,604
2020-01-21,Erfurt,AutoPilot,698
2020-01-21,Ilmenau,SmartDesk,384
2020-01-21,Ilmenau,HealthHub,354
2020-01-21,Ilmenau,QuantumStorage,0
2020-01-21,Ilmenau,LearningSphere,537
2020-01-21,Ilmenau,AutoPilot,435
2020-01-21,Jena,SmartDesk,473
2020-01-21,Jena,HealthHub,408
2020-01-21,Jena,QuantumStorage,320
2020-01-21,Jena,LearningSphere,821
2020-01-21,Jena,AutoPilot,425
2020-01-21,Weimar,SmartDesk,0
2020-01-21,Weimar,HealthHub,0
2020-01-21,Weimar,QuantumStorage,382
2020-01-21,Weimar,LearningSphere,20
2020-01-21,Weimar,AutoPilot,495
2020-01-22,Erfurt,SmartDesk,595
2020-01-22,Erfurt,HealthHub,1016
2020-01-22,Erfurt,QuantumStorage,545
2020-01-22,Erfurt,LearningSphere,736
2020-01-22,Erfurt,AutoPilot,741
2020-01-22,Ilmenau,SmartDesk,401
2020-01-22,Ilmenau,HealthHub,396
2020-01-22,Ilmenau,QuantumStorage,0
2020-01-22,Ilmenau,LearningSphere,549
2020-01-22,Ilmenau,AutoPilot,556
2020-01-22,Jena,SmartDesk,545
2020-01-22,Jena,HealthHub,495
2020-01-22,Jena,QuantumStorage,403
2020-01-22,Jena,LearningSphere,901
2020-01-22,Jena,AutoPilot,555
2020-01-22,Weimar,SmartDesk,0
2020-01-22,Weimar,HealthHub,0
2020-01-22,Weimar,QuantumStorage,531
2020-01-22,Weimar,LearningSphere,21
2020-01-22,Weimar,AutoPilot,595
2020-01-23,Erfurt,SmartDesk,544
2020-01-23,Erfurt,HealthHub,1136
2020-01-23,Erfurt,QuantumStorage,696
2020-01-23,Erfurt,LearningSphere,826
2020-01-23,Erfurt,AutoPilot,881
2020-01-23,Ilmenau,SmartDesk,507
2020-01-23,Ilmenau,HealthHub,441
2020-01-23,Ilmenau,QuantumStorage,0
2020-01-23,Ilmenau,LearningSphere,659
2020-01-23,Ilmenau,AutoPilot,611
2020-01-23,Jena,SmartDesk,678
2020-01-23,Jena,HealthHub,581
2020-01-23,Jena,QuantumStorage,502
2020-01-23,Jena,LearningSphere,1073
2020-01-23,Jena,AutoPilot,605
2020-01-23,Weimar,SmartDesk,0
2020-01-23,Weimar,HealthHub,0
2020-01-23,Weimar,QuantumStorage,497
2020-01-23,Weimar,LearningSphere,25
2020-01-23,Weimar,AutoPilot,544
2020-01-24,Erfurt,SmartDesk,516
2020-01-24,Erfurt,HealthHub,961
2020-01-24,Erfurt,QuantumStorage,586
2020-01-24,Erfurt,LearningSphere,582
2020-01-24,Erfurt,AutoPilot,666
2020-01-24,Ilmenau,SmartDesk,427
2020-01-24,Ilmenau,HealthHub,391
2020-01-24,Ilmenau,QuantumStorage,0
2020-01-24,Ilmenau,LearningSphere,556
2020-01-24,Ilmenau,AutoPilot,538
2020-01-24,Jena,SmartDesk,530
2020-01-24,Jena,HealthHub,453
2020-01-24,Jena,QuantumStorage,404
2020-01-24,Jena,LearningSphere,726
2020-01-24,Jena,AutoPilot,540
2020-01-24,Weimar,SmartDesk,0
2020-01-24,Weimar,HealthHub,0
2020-01-24,Weimar,QuantumStorage,465
2020-01-24,Weimar,LearningSphere,15
2020-01-24,Weimar,AutoPilot,516
2020-01-25,Erfurt,SmartDesk,0
2020-01-25,Erfurt,HealthHub,0
2020-01-25,Erfurt,QuantumStorage,0
2020-01-25,Erfurt,LearningSphere,0
2020-01-25,Erfurt,AutoPilot,0
2020-01-25,Ilmenau,SmartDesk,0
2020-01-25,Ilmenau,HealthHub,0
2020-01-25,Ilmenau,QuantumStorage,0
2020-01-25,Ilmenau,LearningSphere,0
2020-01-25,Ilmenau,AutoPilot,0
2020-01-25,Jena,SmartDesk,0
2020-01-25,Jena,HealthHub,0
2020-01-25,Jena,QuantumStorage,0
2020-01-25,Jena,LearningSphere,0
2020-01-25,Jena,AutoPilot,0
2020-01-25,Weimar,SmartDesk,0
2020-01-25,Weimar,HealthHub,0
2020-01-25,Weimar,QuantumStorage,0
2020-01-25,Weimar,LearningSphere,0
2020-01-25,Weimar,AutoPilot,0
2020-01-26,Erfurt,SmartDesk,0
2020-01-26,Erfurt,HealthHub,0
2020-01-26,Erfurt,QuantumStorage,0
2020-01-26,Erfurt,LearningSphere,0
2020-01-26,Erfurt,AutoPilot,0
2020-01-26,Ilmenau,SmartDesk,0
2020-01-26,Ilmenau,HealthHub,0
2020-01-26,Ilmenau,QuantumStorage,0
2020-01-26,Ilmenau,LearningSphere,0
2020-01-26,Ilmenau,AutoPilot,0
2020-01-26,Jena,SmartDesk,0
2020-01-26,Jena,HealthHub,0
2020-01-26,Jena,QuantumStorage,0
2020-01-26,Jena,LearningSphere,0
2020-01-26,Jena,AutoPilot,0
2020-01-26,Weimar,SmartDesk,0
2020-01-26,Weimar,HealthHub,0
2020-01-26,Weimar,QuantumStorage,0
2020-01-26,Weimar,LearningSphere,0
2020-01-26,Weimar,AutoPilot,0
2020-01-27,Erfurt,SmartDesk,619
2020-01-27,Erfurt,HealthHub,1137
2020-01-27,Erfurt,QuantumStorage,728
2020-01-27,Erfurt,LearningSphere,838
2020-01-27,Erfurt,AutoPilot,960
2020-01-27,Ilmenau,SmartDesk,586
2020-01-27,Ilmenau,HealthHub,504
2020-01-27,Ilmenau,QuantumStorage,0
2020-01-27,Ilmenau,LearningSphere,719
2020-01-27,Ilmenau,AutoPilot,696
2020-01-27,Jena,SmartDesk,663
2020-01-27,Jena,HealthHub,699
2020-01-27,Jena,QuantumStorage,485
2020-01-27,Jena,LearningSphere,1223
2020-01-27,Jena,AutoPilot,704
2020-01-27,Weimar,SmartDesk,0
2020-01-27,Weimar,HealthHub,0
2020-01-27,Weimar,QuantumStorage,563
2020-01-27,Weimar,LearningSphere,21
2020-01-27,Weimar,AutoPilot,619
2020-01-28,Erfurt,SmartDesk,393
2020-01-28,Erfurt,HealthHub,948
2020-01-28,Erfurt,QuantumStorage,534
2020-01-28,Erfurt,LearningSphere,539
2020-01-28,Erfurt,AutoPilot,730
2020-01-28,Ilmenau,SmartDesk,408
2020-01-28,Ilmenau,HealthHub,307
2020-01-28,Ilmenau,QuantumStorage,0
2020-01-28,Ilmenau,LearningSphere,583
2020-01-28,Ilmenau,AutoPilot,467
2020-01-28,Jena,SmartDesk,500
2020-01-28,Jena,HealthHub,412
2020-01-28,Jena,QuantumStorage,350
2020-01-28,Jena,LearningSphere,797
2020-01-28,Jena,AutoPilot,405
2020-01-28,Weimar,SmartDesk,0
2020-01-28,Weimar,HealthHub,0
2020-01-28,Weimar,QuantumStorage,447
2020-01-28,Weimar,LearningSphere,16
2020-01-28,Weimar,AutoPilot,393
2020-01-29,Erfurt,SmartDesk,581
2020-01-29,Erfurt,HealthHub,1047
2020-01-29,Erfurt,QuantumStorage,552
2020-01-29,Erfurt,LearningSphere,634
2020-01-29,Erfurt,AutoPilot,795
2020-01-29,Ilmenau,SmartDesk,408
2020-01-29,Ilmenau,HealthHub,403
2020-01-29,Ilmenau,QuantumStorage,0
2020-01-29,Ilmenau,LearningSphere,598
2020-01-29,Ilmenau,AutoPilot,534
2020-01-29,Jena,SmartDesk,653
2020-01-29,Jena,HealthHub,490
2020-01-29,Jena,QuantumStorage,356
2020-01-29,Jena,LearningSphere,794
2020-01-29,Jena,AutoPilot,565
2020-01-29,Weimar,SmartDesk,0
2020-01-29,Weimar,HealthHub,0
2020-01-29,Weimar,QuantumStorage,505
2020-01-29,Weimar,LearningSphere,16
2020-01-29,Weimar,AutoPilot,581
2020-01-30,Erfurt,SmartDesk,630
2020-01-30,Erfurt,HealthHub,1085
2020-01-30,Erfurt,QuantumStorage,596
2020-01-30,Erfurt,LearningSphere,679
2020-01-30,Erfurt,AutoPilot,995
2020-01-30,Ilmenau,SmartDesk,527
2020-01-30,Ilmenau,HealthHub,464
2020-01-30,Ilmenau,QuantumStorage,0
2020-01-30,Ilmenau,LearningSphere,639
2020-01-30,Ilmenau,AutoPilot,538
2020-01-30,Jena,SmartDesk,769
2020-01-30,Jena,HealthHub,553
2020-01-30,Jena,QuantumStorage,432
2020-01-30,Jena,LearningSphere,1063
2020-01-30,Jena,AutoPilot,634
2020-01-30,Weimar,SmartDesk,0
2020-01-30,Weimar,HealthHub,0
2020-01-30,Weimar,QuantumStorage,603
2020-01-30,Weimar,LearningSphere,18
2020-01-30,Weimar,AutoPilot,630
2020-01-31,Erfurt,SmartDesk,486
2020-01-31,Erfurt,HealthHub,1013
2020-01-31,Erfurt,QuantumStorage,537
2020-01-31,Erfurt,LearningSphere,637
2020-01-31,Erfurt,AutoPilot,794
2020-01-31,Ilmenau,SmartDesk,367
2020-01-31,Ilmenau,HealthHub,389
2020-01-31,Ilmenau,QuantumStorage,0
2020-01-31,Ilmenau,LearningSphere,484
2020-01-31,Ilmenau,AutoPilot,506
2020-01-31,Jena,SmartDesk,584
2020-01-31,Jena,HealthHub,421
2020-01-31,Jena,QuantumStorage,399
2020-01-31,Jena,LearningSphere,780
2020-01-31,Jena,AutoPilot,476
2020-01-31,Weimar,SmartDesk,0
2020-01-31,Weimar,HealthHub,0
2020-01-31,Weimar,QuantumStorage,408
2020-01-31,Weimar,LearningSphere,11
2020-01-31,Weimar,AutoPilot,486
2020-02-01,Erfurt,SmartDesk,0
2020-02-01,Erfurt,HealthHub,0
2020-02-01,Erfurt,QuantumStorage,0
2020-02-01,Erfurt,LearningSphere,0
2020-02-01,Erfurt,AutoPilot,0
2020-02-01,Ilmenau,SmartDesk,0
2020-02-01,Ilmenau,HealthHub,0
2020-02-01,Ilmenau,QuantumStorage,0
2020-02-01,Ilmenau,LearningSphere,0
2020-02-01,Ilmenau,AutoPilot,0
2020-02-01,Jena,SmartDesk,0
2020-02-01,Jena,HealthHub,0
2020-02-01,Jena,QuantumStorage,0
2020-02-01,Jena,LearningSphere,0
2020-02-01,Jena,AutoPilot,0
2020-02-01,Weimar,SmartDesk,0
2020-02-01,Weimar,HealthHub,0
2020-02-01,Weimar,QuantumStorage,0
2020-02-01,Weimar,LearningSphere,0
2020-02-01,Weimar,AutoPilot,0
2020-02-02,Erfurt,SmartDesk,0
2020-02-02,Erfurt,HealthHub,0
2020-02-02,Erfurt,QuantumStorage,0
2020-02-02,Erfurt,LearningSphere,0
2020-02-02,Erfurt,AutoPilot,0
2020-02-02,Ilmenau,SmartDesk,0
2020-02-02,Ilmenau,HealthHub,0
2020-02-02,Ilmenau,QuantumStorage,0
2020-02-02,Ilmenau,LearningSphere,0
2020-02-02,Ilmenau,AutoPilot,0
2020-02-02,Jena,SmartDesk,0
2020-02-02,Jena,HealthHub,0
2020-02-02,Jena,QuantumStorage,0
2020-02-02,Jena,LearningSphere,0
2020-02-02,Jena,AutoPilot,0
2020-02-02,Weimar,SmartDesk,0
2020-02-02,Weimar,HealthHub,0
2020-02-02,Weimar,QuantumStorage,0
2020-02-02,Weimar,LearningSphere,0
2020-02-02,Weimar,AutoPilot,0
2020-02-03,Erfurt,SmartDesk,750
2020-02-03,Erfurt,HealthHub,1176
2020-02-03,Erfurt,QuantumStorage,750
2020-02-03,Erfurt,LearningSphere,793
2020-02-03,Erfurt,AutoPilot,938
2020-02-03,Ilmenau,SmartDesk,504
2020-02-03,Ilmenau,HealthHub,536
2020-02-03,Ilmenau,QuantumStorage,0
2020-02-03,Ilmenau,LearningSphere,743
2020-02-03,Ilmenau,AutoPilot,615
2020-02-03,Jena,SmartDesk,762
2020-02-03,Jena,HealthHub,655
2020-02-03,Jena,QuantumStorage,459
2020-02-03,Jena,LearningSphere,1218
2020-02-03,Jena,AutoPilot,708
2020-02-03,Weimar,SmartDesk,0
2020-02-03,Weimar,HealthHub,0
2020-02-03,Weimar,QuantumStorage,682
2020-02-03,Weimar,LearningSphere,14
2020-02-03,Weimar,AutoPilot,750
2020-02-04,Erfurt,SmartDesk,540
2020-02-04,Erfurt,HealthHub,816
2020-02-04,Erfurt,QuantumStorage,471
2020-02-04,Erfurt,LearningSphere,564
2020-02-04,Erfurt,AutoPilot,585
2020-02-04,Ilmenau,SmartDesk,342
2020-02-04,Ilmenau,HealthHub,393
2020-02-04,Ilmenau,QuantumStorage,0
2020-02-04,Ilmenau,LearningSphere,498
2020-02-04,Ilmenau,AutoPilot,434
2020-02-04,Jena,SmartDesk,447
2020-02-04,Jena,HealthHub,475
2020-02-04,Jena,QuantumStorage,363
2020-02-04,Jena,LearningSphere,619
2020-02-04,Jena,AutoPilot,497
2020-02-04,Weimar,SmartDesk,0
2020-02-04,Weimar,HealthHub,0
2020-02-04,Weimar,QuantumStorage,464
2020-02-04,Weimar,LearningSphere,10
2020-02-04,Weimar,AutoPilot,540
2020-02-05,Erfurt,SmartDesk,518
2020-02-05,Erfurt,HealthHub,1078
2020-02-05,Erfurt,QuantumStorage,625
2020-02-05,Erfurt,LearningSphere,625
2020-02-05,Erfurt,AutoPilot,796
2020-02-05,Ilmenau,SmartDesk,386
2020-02-05,Ilmenau,HealthHub,391
2020-02-05,Ilmenau,QuantumStorage,0
2020-02-05,Ilmenau,LearningSphere,668
2020-02-05,Ilmenau,AutoPilot,552
2020-02-05,Jena,SmartDesk,573
2020-02-05,Jena,HealthHub,564
2020-02-05,Jena,QuantumStorage,381
2020-02-05,Jena,LearningSphere,918
2020-02-05,Jena,AutoPilot,536
2020-02-05,Weimar,SmartDesk,0
2020-02-05,Weimar,HealthHub,0
2020-02-05,Weimar,QuantumStorage,486
2020-02-05,Weimar,LearningSphere,9
2020-02-05,Weimar,AutoPilot,518
2020-02-06,Erfurt,SmartDesk,598
2020-02-06,Erfurt,HealthHub,1013
2020-02-06,Erfurt,QuantumStorage,653
2020-02-06,Erfurt,LearningSphere,741
2020-02-06,Erfurt,AutoPilot,790
2020-02-06,Ilmenau,SmartDesk,428
2020-02-06,Ilmenau,HealthHub,434
2020-02-06,Ilmenau,QuantumStorage,0
2020-02-06,Ilmenau,LearningSphere,717
2020-02-06,Ilmenau,AutoPilot,589
2020-02-06,Jena,SmartDesk,756
2020-02-06,Jena,HealthHub,673
2020-02-06,Jena,QuantumStorage,420
2020-02-06,Jena,LearningSphere,1118
2020-02-06,Jena,AutoPilot,604
2020-02-06,Weimar,SmartDesk,0
2020-02-06,Weimar,HealthHub,0
2020-02-06,Weimar,QuantumStorage,522
2020-02-06,Weimar,LearningSphere,12
2020-02-06,Weimar,AutoPilot,598
2020-02-07,Erfurt,SmartDesk,539
2020-02-07,Erfurt,HealthHub,814
2020-02-07,Erfurt,QuantumStorage,552
2020-02-07,Erfurt,LearningSphere,680
2020-02-07,Erfurt,AutoPilot,599
2020-02-07,Ilmenau,SmartDesk,419
2020-02-07,Ilmenau,HealthHub,323
2020-02-07,Ilmenau,QuantumStorage,0
2020-02-07,Ilmenau,LearningSphere,507
2020-02-07,Ilmenau,AutoPilot,438
2020-02-07,Jena,SmartDesk,453
2020-02-07,Jena,HealthHub,484
2020-02-07,Jena,QuantumStorage,330
2020-02-07,Jena,LearningSphere,668
2020-02-07,Jena,AutoPilot,449
2020-02-07,Weimar,SmartDesk,0
2020-02-07,Weimar,HealthHub,0
2020-02-07,Weimar,QuantumStorage,392
2020-02-07,Weimar,LearningSphere,8
2020-02-07,Weimar,AutoPilot,539
2020-02-08,Erfurt,SmartDesk,0
2020-02-08,Erfurt,HealthHub,0
2020-02-08,Erfurt,QuantumStorage,0
2020-02-08,Erfurt,LearningSphere,0
2020-02-08,Erfurt,AutoPilot,0
2020-02-08,Ilmenau,SmartDesk,0
2020-02-08,Ilmenau,HealthHub,0
2020-02-08,Ilmenau,QuantumStorage,0
2020-02-08,Ilmenau,LearningSphere,0
2020-02-08,Ilmenau,AutoPilot,0
2020-02-08,Jena,SmartDesk,0
2020-02-08,Jena,HealthHub,0
2020-02-08,Jena,QuantumStorage,0
2020-02-08,Jena,LearningSphere,0
2020-02-08,Jena,AutoPilot,0
2020-02-08,Weimar,SmartDesk,0
2020-02-08,Weimar,HealthHub,0
2020-02-08,Weimar,QuantumStorage,0
2020-02-08,Weimar,LearningSphere,0
2020-02-08,Weimar,AutoPilot,0
2020-02-09,Erfurt,SmartDesk,0
2020-02-09,Erfurt,HealthHub,0
2020-02-09,Erfurt,QuantumStorage,0
2020-02-09,Erfurt,LearningSphere,0
2020-02-09,Erfurt,AutoPilot,0
2020-02-09,Ilmenau,SmartDesk,0
2020-02-09,Ilmenau,HealthHub,0
2020-02-09,Ilmenau,QuantumStorage,0
2020-02-09,Ilmenau,LearningSphere,0
2020-02-09,Ilmenau,AutoPilot,0
2020-02-09,Jena,SmartDesk,0
2020-02-09,Jena,HealthHub,0
2020-02-09,Jena,QuantumStorage,0
2020-02-09,Jena,LearningSphere,0
2020-02-09,Jena,AutoPilot,0
2020-02-09,Weimar,SmartDesk,0
2020-02-09,Weimar,HealthHub,0
2020-02-09,Weimar,QuantumStorage,0
2020-02-09,Weimar,LearningSphere,0
2020-02-09,Weimar,AutoPilot,0
2020-02-10,Erfurt,SmartDesk,755
2020-02-10,Erfurt,HealthHub,1355
2020-02-10,Erfurt,QuantumStorage,767
2020-02-10,Erfurt,LearningSphere,789
2020-02-10,Erfurt,AutoPilot,935
2020-02-10,Ilmenau,SmartDesk,536
2020-02-10,Ilmenau,HealthHub,531
2020-02-10,Ilmenau,QuantumStorage,0
2020-02-10,Ilmenau,LearningSphere,728
2020-02-10,Ilmenau,AutoPilot,635
2020-02-10,Jena,SmartDesk,744
2020-02-10,Jena,HealthHub,600
2020-02-10,Jena,QuantumStorage,489
2020-02-10,Jena,LearningSphere,1078
2020-02-10,Jena,AutoPilot,701
2020-02-10,Weimar,SmartDesk,0
2020-02-10,Weimar,HealthHub,0
2020-02-10,Weimar,QuantumStorage,587
2020-02-10,Weimar,LearningSphere,9
2020-02-10,Weimar,AutoPilot,755
2020-02-11,Erfurt,SmartDesk,463
2020-02-11,Erfurt,HealthHub,850
2020-02-11,Erfurt,QuantumStorage,520
2020-02-11,Erfurt,LearningSphere,487
2020-02-11,Erfurt,AutoPilot,680
2020-02-11,Ilmenau,SmartDesk,367
2020-02-11,Ilmenau,HealthHub,340
2020-02-11,Ilmenau,QuantumStorage,0
2020-02-11,Ilmenau,LearningSphere,455
2020-02-11,Ilmenau,AutoPilot,493
2020-02-11,Jena,SmartDesk,475
2020-02-11,Jena,HealthHub,425
2020-02-11,Jena,QuantumStorage,329
2020-02-11,Jena,LearningSphere,647
2020-02-11,Jena,AutoPilot,464
2020-02-11,Weimar,SmartDesk,0
2020-02-11,Weimar,HealthHub,0
2020-02-11,Weimar,QuantumStorage,443
2020-02-11,Weimar,LearningSphere,5
2020-02-11,Weimar,AutoPilot,463
2020-02-12,Erfurt,SmartDesk,555
2020-02-12,Erfurt,HealthHub,941
2020-02-12,Erfurt,QuantumStorage,616
2020-02-12,Erfurt,LearningSphere,605
2020-02-12,Erfurt,AutoPilot,743
2020-02-12,Ilmenau,SmartDesk,455
2020-02-12,Ilmenau,HealthHub,436
2020-02-12,Ilmenau,QuantumStorage,0
2020-02-12,Ilmenau,LearningSphere,585
2020-02-12,Ilmenau,AutoPilot,463
2020-02-12,Jena,SmartDesk,599
2020-02-12,Jena,HealthHub,524
2020-02-12,Jena,QuantumStorage,383
2020-02-12,Jena,LearningSphere,924
2020-02-12,Jena,AutoPilot,595
2020-02-12,Weimar,SmartDesk,0
2020-02-12,Weimar,HealthHub,0
2020-02-12,Weimar,QuantumStorage,446
2020-02-12,Weimar,LearningSphere,5
2020-02-12,Weimar,AutoPilot,555
2020-02-13,Erfurt,SmartDesk,581
2020-02-13,Erfurt,HealthHub,1230
2020-02-13,Erfurt,QuantumStorage,650
2020-02-13,Erfurt,LearningSphere,703
2020-02-13,Erfurt,AutoPilot,848
2020-02-13,Ilmenau,SmartDesk,521
2020-02-13,Ilmenau,HealthHub,488
2020-02-13,Ilmenau,QuantumStorage,0
2020-02-13,Ilmenau,LearningSphere,716
2020-02-13,Ilmenau,AutoPilot,643
2020-02-13,Jena,SmartDesk,652
2020-02-13,Jena,HealthHub,603
2020-02-13,Jena,QuantumStorage,487
2020-02-13,Jena,LearningSphere,913
2020-02-13,Jena,AutoPilot,738
2020-02-13,Weimar,SmartDesk,0
2020-02-13,Weimar,HealthHub,0
2020-02-13,Weimar,QuantumStorage,629
2020-02-13,Weimar,LearningSphere,5
2020-02-13,Weimar,AutoPilot,581
2020-02-14,Erfurt,SmartDesk,540
2020-02-14,Erfurt,HealthHub,913
2020-02-14,Erfurt,QuantumStorage,499
2020-02-14,Erfurt,LearningSphere,545
2020-02-14,Erfurt,AutoPilot,704
2020-02-14,Ilmenau,SmartDesk,398
2020-02-14,Ilmenau,HealthHub,378
2020-02-14,Ilmenau,QuantumStorage,0
2020-02-14,Ilmenau,LearningSphere,534
2020-02-14,Ilmenau,AutoPilot,423
2020-02-14,Jena,SmartDesk,525
2020-02-14,Jena,HealthHub,527
2020-02-14,Jena,QuantumStorage,350
2020-02-14,Jena,LearningSphere,865
2020-02-14,Jena,AutoPilot,463
2020-02-14,Weimar,SmartDesk,0
2020-02-14,Weimar,HealthHub,0
2020-02-14,Weimar,QuantumStorage,458
2020-02-14,Weimar,LearningSphere,2
2020-02-14,Weimar,AutoPilot,540
2020-02-15,Erfurt,SmartDesk,0
2020-02-15,Erfurt,HealthHub,0
2020-02-15,Erfurt,QuantumStorage,0
2020-02-15,Erfurt,LearningSphere,0
2020-02-15,Erfurt,AutoPilot,0
2020-02-15,Ilmenau,SmartDesk,0
2020-02-15,Ilmenau,HealthHub,0
2020-02-15,Ilmenau,QuantumStorage,0
2020-02-15,Ilmenau,LearningSphere,0
2020-02-15,Ilmenau,AutoPilot,0
2020-02-15,Jena,SmartDesk,0
2020-02-15,Jena,HealthHub,0
2020-02-15,Jena,QuantumStorage,0
2020-02-15,Jena,LearningSphere,0
2020-02-15,Jena,AutoPilot,0
2020-02-15,Weimar,SmartDesk,0
2020-02-15,Weimar,HealthHub,0
2020-02-15,Weimar,QuantumStorage,0
2020-02-15,Weimar,LearningSphere,0
2020-02-15,Weimar,AutoPilot,0
2020-02-16,Erfurt,SmartDesk,0
2020-02-16,Erfurt,HealthHub,0
2020-02-16,Erfurt,QuantumStorage,0
2020-02-16,Erfurt,LearningSphere,0
2020-02-16,Erfurt,AutoPilot,0
2020-02-16,Ilmenau,SmartDesk,0
2020-02-16,Ilmenau,HealthHub,0
2020-02-16,Ilmenau,QuantumStorage,0
2020-02-16,Ilmenau,LearningSphere,0
2020-02-16,Ilmenau,AutoPilot,0
2020-02-16,Jena,SmartDesk,0
2020-02-16,Jena,HealthHub,0
2020-02-16,Jena,QuantumStorage,0
2020-02-16,Jena,LearningSphere,0
2020-02-16,Jena,AutoPilot,0
2020-02-16,Weimar,SmartDesk,0
2020-02-16,Weimar,HealthHub,0
2020-02-16,Weimar,QuantumStorage,0
2020-02-16,Weimar,LearningSphere,0
2020-02-16,Weimar,AutoPilot,0
2020-02-17,Erfurt,SmartDesk,640
2020-02-17,Erfurt,HealthHub,1363
2020-02-17,Erfurt,QuantumStorage,756
2020-02-17,Erfurt,LearningSphere,796
2020-02-17,Erfurt,AutoPilot,943
2020-02-17,Ilmenau,SmartDesk,537
2020-02-17,Ilmenau,HealthHub,467
2020-02-17,Ilmenau,QuantumStorage,0
2020-02-17,Ilmenau,LearningSphere,842
2020-02-17,Ilmenau,AutoPilot,706
2020-02-17,Jena,SmartDesk,790
2020-02-17,Jena,HealthHub,676
2020-02-17,Jena,QuantumStorage,434
2020-02-17,Jena,LearningSphere,1019
2020-02-17,Jena,AutoPilot,754
2020-02-17,Weimar,SmartDesk,0
2020-02-17,Weimar,HealthHub,0
2020-02-17,Weimar,QuantumStorage,579
2020-02-17,Weimar,LearningSphere,1
2020-02-17,Weimar,AutoPilot,640
2020-02-18,Erfurt,SmartDesk,455
2020-02-18,Erfurt,HealthHub,922
2020-02-18,Erfurt,QuantumStorage,435
2020-02-18,Erfurt,LearningSphere,515
2020-02-18,Erfurt,AutoPilot,671
2020-02-18,Ilmenau,SmartDesk,338
2020-02-18,Ilmenau,HealthHub,302
2020-02-18,Ilmenau,QuantumStorage,0
2020-02-18,Ilmenau,LearningSphere,449
2020-02-18,Ilmenau,AutoPilot,396
2020-02-18,Jena,SmartDesk,568
2020-02-18,Jena,HealthHub,486
2020-02-18,Jena,QuantumStorage,303
2020-02-18,Jena,LearningSphere,743
2020-02-18,Jena,AutoPilot,541
2020-02-18,Weimar,SmartDesk,0
2020-02-18,Weimar,HealthHub,0
2020-02-18,Weimar,QuantumStorage,403
2020-02-18,Weimar,LearningSphere,0
2020-02-18,Weimar,AutoPilot,455
2020-02-19,Erfurt,SmartDesk,549
2020-02-19,Erfurt,HealthHub,1032
